league_name,team_name,flag,name,age,position,tall,weight,full_time,half_time,minsPlayed,goals,asistsTotal,yellowCards,redCards,shotsPerGame_x,passSuccess_x,manOfTheMatch,aerialWonPerGame,rating,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outfielderBlockPerGame,goalOwn,shotsPerGame_y,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,totalPassesPerGame,passSuccess_y,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame
LaLiga,Osasuna,es,Juan Villar,31, Forward,182,72,2,5,214,1,0,0,0,0.7,63.6,0,0.9,6.25,0.1,0.1,1,0,0,0.3,0.1,0,0.7,0.3,0.1,0.3,0.7,0.4,0.9,9.4,63.6,0,0,0
LaLiga,Osasuna,es,Marc Cardona,24, FW,183,70,5,4,414,1,1,1,0,0.8,77.7,0,0.6,6.23,0,0.1,0.6,0,0.2,0.6,0,0,0.8,0.7,0.4,0.6,0.4,0.6,1.6,10.4,77.7,0,0.3,0
LaLiga,Osasuna,es,Iñigo Pérez,31, M(C),178,74,0,4,37,0,0,0,0,0.8,68.5,0,0.3,6.20,0.8,0.3,0,0,0,0.3,0,0,0.8,0,0.3,0,0,0.3,0.8,13.5,68.5,0,1,0
LaLiga,Osasuna,es,Brandon,24, FW,173,71,5,3,408,0,1,4,0,1,68.5,0,0.6,6.16,0.6,0,0.8,0,0.1,0.6,0,0,1,0.5,0.5,0.8,0,1.6,1.9,13.9,68.5,0.4,0.1,0
LaLiga,Osasuna,es,Luis Perea,22, Midfielder,192,80,0,2,19,0,0,0,0,0,87.5,0,0.5,6.07,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,4,87.5,0,0,0
LaLiga,Levante,es,José Campaña,26, M(C),179,70,16,0,1407,2,4,0,1,1.4,81.4,1,1.1,7.07,1.1,1.1,1,0,1.1,0.9,0.1,0,1.4,2.8,1.5,1.3,0.1,0.9,1.9,51.7,81.4,1.3,2.6,0.1
LaLiga,Levante,es,Aitor Fernández,28, GK,182,78,17,0,1530,0,0,2,0,0,59.9,0,0.4,6.92,0.1,0.1,0,0,1.1,0,0,0,0,0.1,0,0.1,0,0,0,25.6,59.9,0,6.4,0
LaLiga,Levante,es,Rubén Rochina,28, M(CLR),182,76,8,5,777,2,0,2,0,2.5,72.8,2,0.9,6.86,1.5,0.6,1.2,0,0.3,1.4,0,0,2.5,0.8,1.7,1.8,0.1,1.3,1.5,28.3,72.8,0.5,3.4,0.2
LaLiga,Levante,rs,Nemanja Radoja,26, DMC,186,77,12,1,1099,1,0,2,0,0.1,84.8,0,2.2,6.83,2.2,1.2,0.6,0,1.1,1.3,0.1,0,0.1,0.4,1.2,1.1,0.2,0.8,0.7,38.5,84.8,0.2,1.9,0
LaLiga,Levante,pt,Rúben Vezo,25, D(CR),182,80,14,0,1260,0,0,4,0,0.5,80.8,0,3.2,6.75,1.3,1.6,1.1,1.1,5.7,0.6,0.9,0,0.5,0.1,0.1,1.1,0,0.1,0.2,41.3,80.8,0,3.7,0
LaLiga,Levante,es,Toño,30," D(L),M(L)",179,69,5,0,450,0,0,0,0,0.2,80.5,0,1.6,6.72,1.4,0.4,0.6,0,1.8,0.8,0.2,0,0.2,1.4,1,1.6,0,1,1,38,80.5,1,1.8,0
LaLiga,Levante,es,Sergio Postigo,31, D(C),184,78,11,0,942,1,0,3,0,0.3,82.8,1,1.2,6.63,0.8,1.3,0.6,0.6,3.9,0.4,0.5,0,0.3,0.5,0.5,0.5,0.1,0.1,0.1,36.9,82.8,0,3.4,0.1
LaLiga,Levante,uy,Erick Cabaco,24, D(C),185,84,5,2,454,0,0,2,0,0,78,0,1.1,6.63,0.7,0.9,0.7,1,4.9,0,0.7,0,0,0.1,0.3,0.4,0,0,0.1,27.3,78,0,3.7,0
LaLiga,Levante,es,Carlos Clerc,27," D(L),M(L)",182,72,12,0,1080,0,1,4,0,0.2,69.8,0,1.6,6.61,1.3,1.2,1.1,0.5,2.2,0.5,0.3,0,0.2,0.3,1.1,1.1,0.1,0.3,1.6,33.4,69.8,0.3,1.6,0
LaLiga,Levante,mk,Enis Bardhi,24, AM(CL),172,67,8,4,770,2,1,3,0,1.8,75.9,1,0.3,6.59,1.2,0.5,1.7,0,0.3,0.8,0.2,0,1.8,1,0.7,1.4,0.3,0.8,1.7,24.5,75.9,0.5,0.8,0
LaLiga,Levante,es,Borja Mayoral,22, FW,182,74,10,4,911,3,0,0,0,1.4,76.4,0,0.7,6.57,0.4,0.1,0.4,0,0.4,0.2,0,0,1.4,0.6,1,0.9,0.4,1.1,1.1,16.9,76.4,0.1,1.2,0
LaLiga,Levante,es,Jorge Miramón,30," D(R),M(R)",175,74,14,2,1255,0,3,2,0,0.4,75.8,0,0.8,6.54,1.6,1,0.4,0.1,1.6,0.4,0.3,0,0.4,0.8,0.4,0.9,0,0.4,0.8,30,75.8,0.6,1.6,0
LaLiga,Levante,es,Gonzalo Melero,25, AM(C),183,77,7,3,566,1,1,2,0,0.9,82.6,0,1.2,6.51,0.9,0.2,1.2,0,0.7,1.2,0.3,0,0.9,0.5,0.3,1.3,0.1,0.7,1.1,23.6,82.6,0.1,1.1,0.1
LaLiga,Levante,es,José Luis Morales,32," D(R),M(CLR),FW",180,70,16,1,1395,1,1,1,0,1.4,70.1,1,0.1,6.50,0.7,0.2,0.5,0,0.1,0.7,0,0,1.4,1.1,1.4,0.4,0.5,1.5,2.3,18.7,70.1,0.5,0.5,0.1
LaLiga,Levante,es,Roger Martí,28, FW,179,74,9,7,815,6,0,2,0,1.6,64.3,2,0.9,6.48,0.4,0.1,0.9,0,0.4,0.4,0,1,1.6,0.4,0.2,0.9,0.3,0.5,1.4,9.6,64.3,0,0.4,0
LaLiga,Levante,pt,Hernâni,28, AM(LR),180,70,4,3,342,2,0,0,1,1.4,68.5,0,0.4,6.39,0.4,0.3,0.3,0,0.1,0.3,0,0,1.4,0.9,0.6,1.1,0.4,0.4,0.7,7.7,68.5,0.4,0.4,0
LaLiga,Levante,me,Nikola Vukcevic,28, DMC,184,76,7,6,567,0,1,4,0,0.2,84.6,0,0.7,6.32,1.1,0.3,0.8,0.1,0.2,0.8,0.4,0,0.2,0.2,0.3,0.9,0,0.2,0.2,16.5,84.6,0,0.8,0.1
LaLiga,Levante,cr,Óscar Duarte,30," D(C),DMC",186,81,3,2,302,0,0,0,0,0.6,86.6,0,1.2,6.29,1.6,0.4,1.6,0,3.8,0,0.8,0,0.6,0,0,0.4,0,0,0.2,26.8,86.6,0,2.6,0
LaLiga,Levante,es,Coke,32," D(CLR),M(R)",182,78,4,3,368,0,0,2,0,0.4,76.6,0,0.4,6.17,0.7,0.7,1,0,0.7,1.1,0,0,0.4,0.1,0.9,0.9,0,0.1,0.9,25,76.6,0,2.3,0
LaLiga,Levante,es,Sergio León,30, FW,178,73,4,6,411,1,0,2,0,1.4,61.1,0,0.6,6.13,0.1,0,0.6,0,0.2,0.1,0,0,1.4,0,0.1,0.4,0.9,0.5,1.1,5.4,61.1,0.1,0.1,0
LaLiga,Levante,,Pablo Martínez,21, Midfielder,182,74,0,1,8,0,0,0,0,0,100,0,0,6.02,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,100,0,0,0
LaLiga,Levante,,Gonzalo Pereira,22, Defender,180,75,0,1,13,0,0,0,0,0,100,0,0,6.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0,0,0
LaLiga,Levante,,Eliseo Falcón,22, Defender,0,0,1,0,74,0,0,0,1,0,87,0,1,4.71,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,23,87,0,1,0
LaLiga,Real Betis,fr,Nabil Fekir,26," AM(CR),FW",173,72,12,1,1090,4,0,4,0,3.1,81,5,0.9,7.46,1.4,0.2,2.3,0,0.1,0.8,0.2,0,3.1,1.2,3.5,4.1,0.3,1.8,2.1,26.3,81,0.5,0.8,0
LaLiga,Real Betis,es,Joaquín,38," M(CLR),FW",179,75,11,4,919,6,2,3,0,1.2,85.2,2,0.3,7.02,0.5,0.3,0.4,0,0.5,0.3,0.1,0,1.2,2,1.3,0.7,0.2,0.9,0.9,27.9,85.2,0.9,0.9,0
LaLiga,Real Betis,br,Emerson,20," D(R),M(R)",181,79,13,0,1170,2,4,4,0,1.1,74.8,0,1.9,6.94,2.8,0.7,1.2,0.2,2,1.6,0.2,0,1.1,0.9,0.4,2.6,0,1,1.5,36.9,74.8,0.5,1.7,0.1
LaLiga,Real Betis,es,Loren Morón,25, FW,188,66,12,3,1101,8,2,2,1,2,65.7,0,1.3,6.87,0.7,0.4,1.1,0,0.7,0.6,0.2,0,2,0.6,0.5,1.7,0.9,1.1,2.7,9.5,65.7,0,0.3,0
LaLiga,Real Betis,br,Sidnei,30, D(C),185,80,7,0,592,0,0,0,0,0.3,89.9,0,3,6.81,1.4,1.4,0.4,0.7,4.3,0.4,1.1,0,0.3,0,0.1,0.4,0,0.1,0.3,55.4,89.9,0,5,0
LaLiga,Real Betis,es,Álex Moreno,26," D(L),M(L)",179,68,9,3,815,0,2,1,0,0.9,77.4,0,0.8,6.80,1.1,0.4,0.8,0.2,1.4,0.8,0.4,0,0.9,0.9,1.9,1.4,0.2,1.2,1.1,24.8,77.4,0.8,0.5,0
LaLiga,Real Betis,es,Marc Bartra,28, D(CR),184,70,12,1,1073,0,1,1,0,0.6,86,0,2.5,6.78,2.2,1.2,0.8,1.1,4.4,0.8,0.8,0,0.6,0.1,0.5,1.2,0,0.4,0.8,44.4,86,0,2.5,0
LaLiga,Real Betis,dz,Aissa Mandi,28, D(CLR),184,78,12,0,1080,0,0,5,0,0.5,89.8,0,2.6,6.77,1.3,1.8,0.9,1.1,3.7,0.3,0.8,0,0.5,0.3,0,0.6,0.2,0.3,0.3,56.2,89.8,0,4.2,0
LaLiga,Real Betis,es,Joel Robles,29, GK,195,78,15,0,1268,0,0,2,1,0,68.2,2,0.3,6.73,0,0,0.1,0,0.6,0,0,0,0,0,0,0.1,0,0,0.1,29.1,68.2,0,5.5,0
LaLiga,Real Betis,es,Sergio Canales,28, AM(CLR),176,65,15,0,1304,1,1,2,0,1.3,87.6,0,0.1,6.68,0.8,0.4,0.8,0.1,0.5,0.5,0.1,0,1.3,1.7,1.1,0.9,0,1.2,1.2,54.7,87.6,1.1,3.5,0.1
LaLiga,Real Betis,es,Edgar González,22, Defender,193,78,2,0,149,0,0,1,0,0.5,88.7,0,2.5,6.68,0.5,1.5,1,0,1.5,1.5,0.5,0,0.5,0,0.5,0.5,0,0,0,35.5,88.7,0,0,0
LaLiga,Real Betis,es,Antonio Barragán,32," D(R),M(R)",182,76,3,2,284,0,1,1,0,0,87.3,0,0.8,6.59,0.2,1.2,0.6,0.2,2.6,0,0.2,0,0,0.8,0.2,1,0,0.2,0.6,30,87.3,0.4,0.6,0
LaLiga,Real Betis,ma,Zouhair Feddal,29, D(C),192,83,7,0,591,0,0,5,0,0.3,84.6,0,2.1,6.56,1.3,1,1,0.7,5.7,0.3,0.3,0,0.3,0.1,0.3,0.6,0,0,0.3,53.9,84.6,0,4.9,0
LaLiga,Real Betis,es,Alfonso Pedraza,23," D(L),M(L)",184,73,9,2,783,0,0,1,0,0.7,75,0,0.4,6.53,1.8,0.8,0.9,0.5,1.4,0.7,0.5,0,0.7,0.5,1,1.1,0.1,0.5,1.3,29.5,75,0.5,1.5,0
LaLiga,Real Betis,es,Borja Iglesias,26, FW,187,86,8,7,764,1,2,1,0,1,73.8,0,1.1,6.41,0.3,0.1,0.9,0,0.5,0.1,0,0,1,0.7,0.5,0.6,0.3,0.9,1.6,9.7,73.8,0.1,0.1,0.1
LaLiga,Real Betis,mx,Andrés Guardado,33," D(L),M(CL)",169,60,11,2,989,0,1,5,0,0.5,82.3,0,0.5,6.40,1.1,0.8,1.2,0.1,1.1,1,0.2,0,0.5,1.1,0.5,1,0,0.5,1.5,36.5,82.3,0.2,2.9,0
LaLiga,Real Betis,pt,William Carvalho,27, DMC,187,79,6,0,475,0,0,3,1,0.7,86.8,0,1.5,6.31,0.7,0.5,1,0,0.7,0.5,0.7,0,0.7,0.8,1.7,0.7,0,0.7,0.5,51.8,86.8,0,2.7,0
LaLiga,Real Betis,es,Javi García,32," D(C),DMC",187,82,4,3,360,0,0,2,0,0.4,83.3,0,2.9,6.30,0.3,0.6,0.4,0,2,0.1,0,1,0.4,0,0.1,0.7,0,0.4,0.6,26.6,83.3,0,1,0
LaLiga,Real Betis,mx,Diego Lainez,19, Midfielder,168,58,1,6,136,0,0,0,0,0.4,73.5,0,0.1,6.15,0.4,0,0.6,0,0.1,0.1,0,0,0.4,0,0.6,1,0,0.7,0.6,4.9,73.5,0,0,0
LaLiga,Real Betis,,Ismael Gutiérrez,19, Midfielder,176,74,1,2,84,0,0,1,0,0,80.6,0,0,6.12,0.7,0.7,0.3,0,0.3,0.3,0.3,0,0,0,0,0.3,0,0.7,0.7,10.3,80.6,0,0.3,0
LaLiga,Real Betis,cm,Wilfrid Kaptoum,23, DMC,174,72,1,3,102,0,0,1,0,0.5,76.1,0,0,6.11,1.3,0.3,0.3,0,0.5,0,0.3,0,0.5,0.3,0.3,0.5,0,1.3,0.8,11.5,76.1,0,0.3,0
LaLiga,Real Betis,es,Cristian Tello,28, M(LR),178,65,3,5,313,0,0,0,0,1,79.2,0,0,6.07,0.3,0,0.4,0,0,0.1,0,0,1,0.4,0.5,0.3,0,0,1,16.3,79.2,0.1,0.5,0
LaLiga,Real Betis,es,Juanmi,26," AM(CLR),FW",172,69,1,1,75,0,0,0,0,1.5,80,0,0.5,6.02,0,0,0,0,0,0.5,0,0,1.5,0,0,0,0,0,2.5,2.5,80,0,0,0
LaLiga,Real Betis,,Dani Martín,21, Goalkeeper,187,76,1,1,170,0,0,0,0,0,64.6,0,0.5,5.92,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,24,64.6,0,5,0
LaLiga,Real Betis,es,Raul García,19, Forward,192,70,0,2,13,0,0,0,0,0,60,0,0.5,5.89,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,2.5,60,0,0,0
LaLiga,Villarreal,es,Gerard Moreno,27," AM(CR),FW",180,77,15,1,1330,8,2,1,0,3.1,75.3,3,1.6,7.42,0.7,0.4,1.3,0.1,1.7,1.2,0.1,0,3.1,1.9,1.8,1.4,0.4,1.5,2.4,29.8,75.3,0.3,2.3,0.3
LaLiga,Villarreal,es,Santi Cazorla,35, M(CLR),168,65,13,1,1106,5,4,1,0,2.1,86.1,1,0.4,7.38,1.9,0.4,0.9,0,0.2,1.5,0.1,0,2.1,2.7,1.6,1.1,0.1,1.3,1.8,45.8,86.1,1.6,4.1,0.1
LaLiga,Villarreal,cm,André-Frank Zambo Anguissa,24, DMC,184,78,14,1,1224,1,0,4,0,1,86.1,3,2.8,7.29,2.7,1.5,1.3,0,1.1,1.3,0.2,0,1,0.6,2.8,1.1,0,1.5,2.5,46.9,86.1,0,2.4,0
LaLiga,Villarreal,es,Vicente Iborra,31, M(C),190,80,15,0,1229,0,1,5,0,0.8,86,0,2.8,6.96,2.3,1.3,1.5,0.1,2,1.3,0.7,0,0.8,0.4,0.5,1.4,0,0.2,0.7,43.8,86,0,4.3,0.1
LaLiga,Villarreal,es,Moi Gómez,25, M(CLR),176,71,12,3,983,2,2,1,0,0.9,83,1,0.6,6.86,1.4,0.6,0.7,0.1,0.3,0.4,0,0,0.9,1.1,0.9,0.9,0.4,0.7,1,28.6,83,0.7,2,0
LaLiga,Villarreal,ng,Samuel Chukwueze,20, AM(CR),172,70,8,7,878,3,1,0,0,1.7,72.6,0,0.4,6.85,0.9,0.1,0.3,0,0.5,0.4,0.1,0,1.7,1.3,1.9,1,0.1,0.7,1.7,20.7,72.6,0.1,1.1,0.1
LaLiga,Villarreal,es,Alberto Moreno,27," D(L),M(L)",171,65,3,0,270,0,0,0,0,1,81.4,0,0.3,6.83,2.3,1.3,0.3,0,1.3,0.7,0.7,0,1,1.7,0.3,0.3,0,1.7,1.7,43,81.4,0,1.3,0
LaLiga,Villarreal,es,Sergio Asenjo,30, GK,189,87,13,0,1170,0,0,1,0,0,72.5,0,0.2,6.79,0,0,0.2,0,0.8,0.2,0,0,0,0,0,0.1,0,0,0.1,24.1,72.5,0,4.7,0
LaLiga,Villarreal,cm,Karl Toko Ekambi,27," AM(L),FW",185,74,11,5,961,5,2,0,0,2.2,78.7,1,0.6,6.74,0.3,0.2,0.4,0,0.1,0.2,0,0,2.2,0.6,1.3,0.4,0.4,0.8,1.8,13.5,78.7,0.1,0.3,0
LaLiga,Villarreal,es,Raúl Albiol,34, D(C),187,74,15,0,1348,0,0,6,0,0.6,84.7,0,1.9,6.73,1.2,1.1,1,0.9,5.3,0.3,0.8,0,0.6,0.2,0.1,0.5,0.1,0,0.3,54.5,84.7,0.1,6.2,0.1
LaLiga,Villarreal,es,Pau Torres,22, D(C),191,80,16,0,1440,1,1,2,0,0.3,84.5,0,1.5,6.68,1.1,0.6,0.9,0.4,4.5,0.1,0.8,0,0.3,0.4,0.1,0.2,0,0.3,0.4,61.1,84.5,0,6.5,0.1
LaLiga,Villarreal,es,Mario Gaspar,29," D(CR),M(R)",182,74,8,0,711,0,0,1,0,1,73.9,0,2,6.62,1.5,1.3,0.9,0.5,2.3,0.8,0.3,0,1,0.9,0.4,0.6,0,0.3,0.6,42.6,73.9,0.4,1.8,0
LaLiga,Villarreal,es,Xavi Quintillá,23, D(L),183,70,12,0,1077,0,2,4,0,0.2,86.1,0,0.4,6.59,1.5,0.5,1.7,0.4,1.9,0.6,0.3,0,0.2,1.3,0.2,0.6,0,0.1,0.5,47.5,86.1,0.7,1.3,0
LaLiga,Villarreal,es,Rubén Peña,28," D(R),M(L)",170,65,9,1,837,0,1,1,0,0.3,82.2,1,0.4,6.57,1.7,1.2,1.7,0.4,2.2,1.6,0.2,1,0.3,0.8,0.8,0.5,0,0.7,1.5,44.9,82.2,0.6,3.3,0
LaLiga,Villarreal,es,Javier Ontiveros,22, AM(R),170,75,2,13,297,2,1,1,0,1.7,79.7,0,0.1,6.54,0.8,0.1,0.7,0,0.1,0.9,0,0,1.7,0.2,1.1,0.5,0,0.6,0.7,11.8,79.7,0.1,0.5,0
LaLiga,Villarreal,es,Manuel Morlanes,20, M(C),178,75,1,1,90,0,0,0,0,0,92.9,0,0.5,6.52,1.5,0.5,0.5,0,0.5,2,0.5,0,0,1.5,1,0,0,0,0.5,42,92.9,0,1,0
LaLiga,Villarreal,es,Manu Trigueros,28, M(C),178,75,3,6,290,0,1,1,0,0.4,86.2,0,0.3,6.46,0.8,0.1,0.6,0,0.3,0.6,0.2,0,0.4,1.4,0.1,0.8,0,0.3,0.4,20.9,86.2,0.4,1.2,0
LaLiga,Villarreal,es,Andrés Fernández,32, GK,187,82,3,0,270,0,0,1,0,0,69,0,1,6.31,0,0,0.3,0,1.3,0,0,0,0,0,0,0.3,0,0,0.3,29,69,0,5.3,0
LaLiga,Villarreal,co,Carlos Bacca,33, FW,181,77,2,8,241,0,0,1,0,0.6,68.8,0,0.6,6.09,0.3,0,0.5,0,0.1,0,0,0,0.6,0.1,0.2,0,0.3,0,0.8,4.8,68.8,0,0,0
LaLiga,Villarreal,ar,Ramiro Funes Mori,28," D(C),DMC",186,79,1,1,91,0,0,1,0,0.5,88.5,0,0.5,5.95,0.5,1,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,39,88.5,0,3.5,0
LaLiga,Deportivo Alaves,cl,Guillermo Maripán,25, D(C),193,84,1,0,90,0,0,0,0,0,75,0,5,7.54,1,2,0,1,9,1,0,0,0,0,0,0,0,0,0,12,75,0,1,0
LaLiga,Deportivo Alaves,es,Joselu,29, FW,192,80,14,2,1268,7,0,3,0,2.5,52.3,5,8.1,7.31,1,0.4,1.7,0.1,1.6,0.7,0.1,0,2.5,0.4,0.3,1.5,0.3,1.2,2.9,26.3,52.3,0.1,0.9,0
LaLiga,Deportivo Alaves,br,Rodrigo Ely,26, D(C),188,83,11,0,956,0,0,2,0,0.2,77.4,0,3.7,6.88,1,1.8,1.2,0.5,5.3,0.6,0.7,0,0.2,0,0.2,0.5,0.1,0.1,0.3,43,77.4,0,4.3,0
LaLiga,Deportivo Alaves,es,Tomás Pina,32, M(C),184,78,12,1,899,1,0,3,0,0.1,82.1,0,1.8,6.84,2.2,0.9,1.8,0.1,2,0.6,0.2,0,0.1,0.2,0.5,0.9,0,0.3,0.5,25.8,82.1,0,0.9,0
LaLiga,Deportivo Alaves,es,Ximo Navarro,29, D(CR),176,75,8,0,703,0,0,3,0,0.1,77,0,2.1,6.78,1.4,2.1,1,0.6,4,0.3,0.4,0,0.1,0.1,0.8,0.8,0,0.5,1.9,37.5,77,0,2,0
LaLiga,Deportivo Alaves,es,Lucas Pérez,31," AM(CR),FW",180,82,13,4,1176,8,2,2,0,1.4,70.1,1,0.3,6.76,0.5,0.1,0.8,0,0,0.2,0.1,0,1.4,1.5,0.5,0.4,0.8,1.5,1.5,15.8,70.1,1,0.4,0.2
LaLiga,Deportivo Alaves,es,Aleix Vidal,30," D(R),M(LR)",177,70,15,2,1327,0,3,3,0,0.8,76.4,0,0.5,6.71,0.6,1.1,0.7,0,0.4,1.3,0.1,0,0.8,1.6,0.8,1.5,0.1,0.7,1.9,26.9,76.4,1.6,1.3,0
LaLiga,Deportivo Alaves,gh,Mubarak Wakaso,29, M(CLR),171,72,13,1,1134,0,0,8,1,0.9,75.5,0,1.2,6.68,3.4,1.1,2.5,0,1.1,1,0.4,0,0.9,0.4,1.5,1.6,0,0.8,1.3,29.8,75.5,0.1,4,0
LaLiga,Deportivo Alaves,es,Martín Aguirregabiria,23, D(R),178,69,13,1,1171,0,1,0,0,0.1,70,0,1.1,6.66,2.6,0.4,1.4,0.3,1.6,1.2,0.3,0,0.1,0.5,0.9,0.9,0.1,0.6,1,31.4,70,0.5,0.9,0
LaLiga,Deportivo Alaves,es,Rubén Duarte,24, D(L),180,75,15,0,1350,0,0,5,0,0.8,70.9,0,1.5,6.62,1.9,1.4,1.5,0.3,2.3,1,0.3,0,0.8,0.5,0.1,1.1,0,0.5,0.5,32.9,70.9,0.4,2.1,0
LaLiga,Deportivo Alaves,es,Fernando Pacheco,27, GK,186,81,14,0,1260,0,0,0,0,0,58.1,0,0.2,6.60,0.1,0,0,0,0.6,0.1,0,0,0,0,0,0,0,0,0,25.4,58.1,0,10.9,0
LaLiga,Deportivo Alaves,es,Víctor Laguardia,30, D(C),185,80,12,0,1080,1,1,5,1,0.4,72,0,1.9,6.48,0.6,1.3,1.5,0.7,4.4,0.6,0.8,0,0.4,0.3,0.2,0.4,0.1,0.1,0.2,38.3,72,0,4.5,0
LaLiga,Deportivo Alaves,es,Adrián Marín,22, D(L),181,73,4,0,338,0,0,0,0,0.3,73.4,0,1.3,6.41,2.5,1.8,2.5,0.5,2.8,0.5,1,0,0.3,0,0.5,0.3,0,0.5,1.3,27.3,73.4,0,0,0
LaLiga,Deportivo Alaves,es,Luis Rioja,26, M(L),175,68,11,2,847,0,0,1,0,0.3,71.7,0,0.4,6.41,0.5,0.7,0.8,0,0.2,0.5,0,0,0.3,0.8,0.9,0.6,0,0.6,0.8,13.8,71.7,0.7,0.2,0
LaLiga,Deportivo Alaves,gb,Oliver Burke,22," AM(R),FW",188,74,4,9,563,0,1,1,0,0.7,69.1,0,1.4,6.39,0.5,0.4,0.7,0,0.2,0.5,0,0,0.7,0.1,1.2,0.5,0,0.8,0.6,12.5,69.1,0,0.2,0
LaLiga,Deportivo Alaves,ar,Lisandro Magallán,26, D(C),182,79,5,2,453,1,0,3,0,0.6,78.8,1,2.1,6.33,1.1,0.4,1,0.7,2.7,0.3,0.7,0,0.6,0,0.1,0.3,0,0,0.6,26.3,78.8,0,2.6,0
LaLiga,Deportivo Alaves,es,Manu García,33, DMC,182,74,12,3,1017,0,0,6,1,0.8,71.8,0,3.3,6.30,1.3,0.5,2.3,0,1.1,1.5,0.6,0,0.8,0,0.3,1.4,0.2,0.9,0.9,25.7,71.8,0,1.1,0
LaLiga,Deportivo Alaves,es,Pere Pons,26, DMC,177,70,4,11,545,0,1,0,0,0.2,74.2,0,0.6,6.21,1.1,0.2,0.8,0,0.3,0.5,0.1,0,0.2,0.4,0,0.4,0,0.2,1.3,15,74.2,0.2,0.6,0.1
LaLiga,Deportivo Alaves,es,Borja Sainz,18, Midfielder,174,0,2,6,254,0,0,1,0,0.6,75,0,0.3,6.20,1.1,0.1,0.9,0,0,0.5,0,0,0.6,0.5,0.9,0.4,0.1,1.1,1.6,4.5,75,0.1,0.1,0
LaLiga,Deportivo Alaves,es,Tachi,22, Defender,184,72,0,2,10,0,0,0,0,0,66.7,0,0,6.17,0,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,1.5,66.7,0,0.5,0
LaLiga,Deportivo Alaves,se,John Guidetti,27, FW,185,80,1,4,95,0,0,0,0,0.4,62.5,0,0.2,6.12,0.4,0,0,0,0,0,0,0,0.4,0.2,0.6,0.2,0,0.4,0.2,6.4,62.5,0,0,0
LaLiga,Deportivo Alaves,es,Antonio Sivera,23, GK,184,75,3,0,270,0,0,1,0,0,55.4,0,0.7,6.06,0,0,0.3,0,1.3,0,0,0,0,0,0,0,0,0,0,24.7,55.4,0,10,0
LaLiga,Deportivo Alaves,es,Burgui,26, AM(LR),184,75,0,1,4,0,0,0,0,0,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaLiga,Real Valladolid,es,Nacho,30, D(LR),174,63,13,0,1088,0,1,2,0,0.4,69.9,0,0.6,6.82,2.5,1.2,1.4,0,2.8,1.6,0.5,0,0.4,1.1,0.5,0.5,0.2,0.4,0.8,37.6,69.9,0.4,2.5,0
LaLiga,Real Valladolid,es,Joaquín Fernández,23," D(C),DMC",190,72,7,1,652,1,0,6,0,0.4,78.8,1,2.9,6.79,2.1,1.1,1.9,0,2.4,1.1,0.1,0,0.4,0.3,0.4,0.4,0.3,0.4,0.4,36.5,78.8,0,2.5,0
LaLiga,Real Valladolid,bj,Mohammed Salisu,20, D(C),191,82,16,1,1466,1,0,2,0,0.2,80.7,1,2.9,6.79,1.2,1.1,0.8,0.5,4.9,0.5,0.9,0,0.2,0,0.4,0.5,0.1,0.2,0.5,36.6,80.7,0,2.1,0
LaLiga,Real Valladolid,es,Kiko Olivas,31, D(C),184,76,17,0,1530,1,0,1,0,0.2,88.7,1,1.2,6.75,1.1,1.9,0.4,0.3,3.6,0.6,0.6,0,0.2,0.1,0.4,1,0.1,0.2,0.4,36.4,88.7,0,2.4,0
LaLiga,Real Valladolid,es,Óscar Plano,28," AM(CLR),FW",180,72,16,1,1406,3,2,2,0,1.5,73,1,1.2,6.73,0.8,1.2,1.6,0,0.6,1.2,0.1,0,1.5,0.8,0.5,1.7,0.1,0.9,1.5,23.1,73,0.3,1.1,0.1
LaLiga,Real Valladolid,es,Míchel,31, M(CR),182,68,16,0,1315,1,1,4,0,0.4,82.2,0,0.4,6.68,1.9,1.5,1.5,0,1.6,2.1,0.2,0,0.4,0.9,0.6,0.5,0.1,0.9,1.2,52.6,82.2,0.7,6.6,0
LaLiga,Real Valladolid,es,Javi Moyano,33, D(R),180,71,12,0,1002,0,0,2,0,0.1,72,0,1.2,6.63,0.5,0.8,0.8,0.3,2.2,0.5,0.2,0,0.1,0.7,0.8,0.9,0,0.4,0.5,29.5,72,0.5,0.9,0
