league_name,team_name,flag,name,age,position,tall,weight,full_time,half_time,minsPlayed,goals,asistsTotal,yellowCards,redCards,shotsPerGame_x,passSuccess_x,manOfTheMatch,aerialWonPerGame,rating,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outfielderBlockPerGame,goalOwn,shotsPerGame_y,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,totalPassesPerGame,passSuccess_y,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame
LaLiga,Real Sociedad,es,Igor Zubeldia,22," D(C),DMC",180,79,14,1,1292,0,0,3,0,0.5,88.6,0,2.1,6.67,1,0.7,1.6,0.3,2.9,0.7,0.7,0,0.5,0.1,0.8,0.9,0,0.5,0.7,58.3,88.6,0,3.1,0
LaLiga,Real Sociedad,es,Nacho Monreal,33," D(CL),M(L)",179,72,14,0,1260,1,0,1,0,0.8,84.1,0,1.5,6.67,1.2,1.6,1.5,0.1,2.1,0.6,0.1,0,0.8,0.4,0.2,0.4,0.1,0.2,1,39,84.1,0.6,0.9,0
LaLiga,Real Sociedad,es,Aritz Elustondo,25, D(CR),180,71,7,1,555,0,0,0,0,0.1,80.2,0,2.6,6.66,2.1,0.8,0.3,0.3,2.9,1,0.5,0,0.1,0.1,0,0.3,0,0,0.4,37.3,80.2,0,2.4,0
LaLiga,Real Sociedad,es,Asier Illarramendi,29, M(C),179,75,3,0,217,0,0,0,0,0.3,91.7,0,1.3,6.62,0.7,1.7,0.7,0,2,1.3,0.3,0,0.3,0.3,0,1,0,0,0.7,60,91.7,0,3.3,0
LaLiga,Real Sociedad,br,Willian José,28, FW,189,93,14,3,1072,7,0,2,0,1.9,75.6,0,1.1,6.62,0.2,0,0.9,0.1,0.4,0.2,0.1,0,1.9,0.4,0.1,0.5,0.4,0.8,1.1,14.7,75.6,0,0.5,0.1
LaLiga,Real Sociedad,es,Álex Remiro,24, GK,191,79,10,0,900,0,0,0,0,0.1,77.5,0,0.2,6.57,0,0,0,0,1.3,0.1,0,0,0.1,0,0,0.2,0,0,0,35.1,77.5,0,7.4,0
LaLiga,Real Sociedad,be,Adnan Januzaj,24, AM(CLR),186,76,5,5,428,0,3,0,0,1.1,72.5,0,0.4,6.53,0.4,0.2,0.5,0,0.1,0.6,0,0,1.1,0.8,1,1.4,0.1,0.7,1.6,15.3,72.5,0.4,1.4,0.2
LaLiga,Real Sociedad,es,Luca Sangalli,24, AM(C),167,74,2,4,187,0,0,0,0,1,78.8,0,0.7,6.36,0,0,0,0,0,0.5,0,0,1,0.7,0.7,0.7,0,0.3,0.3,18.8,78.8,0.3,0.5,0.2
LaLiga,Real Sociedad,se,Alexander Isak,20, FW,190,70,3,14,549,3,0,2,0,0.9,76.8,0,0.5,6.28,0.1,0.2,0.5,0.1,0.2,0.1,0,0,0.9,0.1,0.3,0.2,0.5,1.2,1.2,5.6,76.8,0.1,0,0.1
LaLiga,Real Sociedad,es,Aihen Muñoz,22, D(L),175,72,3,0,265,0,0,0,0,0,83.9,0,1,6.26,2,0,0,0,0.7,0.3,0,0,0,0,0,0.7,0,0,1,49.7,83.9,0.3,0,0
LaLiga,Real Sociedad,pt,Kévin Rodrigues,25, D(L),170,70,0,1,5,0,0,0,0,1,66.7,0,1,6.23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,66.7,0,0,0
LaLiga,Real Sociedad,es,David Zurutuza,33, M(CL),186,79,1,3,92,0,0,0,0,0,73.6,0,0.8,6.20,0.8,0.8,0.3,0,0.8,0.3,0,0,0,0,0,0,0,0.8,0,13.3,73.6,0,0.5,0
LaLiga,Real Sociedad,,Ander Barrenetxea,17, Forward,178,0,0,7,42,0,0,0,0,0,68.2,0,0,6.04,0.3,0.1,0.6,0,0.1,0.3,0,0,0,0.3,0.4,0.1,0,0.3,0.1,3.1,68.2,0.1,0,0
LaLiga,Athletic Bilbao,es,Raúl García,33," M(CLR),FW",184,83,16,0,1384,5,1,6,0,2.4,56,2,6.5,7.18,1.4,0.6,2.8,0.2,1.4,1.4,0.1,0,2.4,0.8,0.3,1.6,0.6,0.4,1.9,28.8,56,0.2,0.9,0
LaLiga,Athletic Bilbao,es,Yuri,29," D(L),M(L)",181,79,15,0,1350,2,0,1,0,1.1,82.6,1,1.8,7.13,1.6,0.9,1.1,0.4,2,0.3,0.1,0,1.1,0.5,1.5,1.9,0,0.9,1.7,38.3,82.6,0.5,2.6,0.1
LaLiga,Athletic Bilbao,es,Yeray Álvarez,24, D(C),182,78,15,0,1350,0,0,2,0,0.4,79.6,0,3.4,7.06,0.9,2,0.7,0.7,3.9,0.4,0.5,0,0.4,0.1,0.3,1,0,0.3,0.5,46.4,79.6,0.1,3.7,0
LaLiga,Athletic Bilbao,es,Iker Muniain,26, AM(CLR),170,65,12,1,1097,4,0,0,0,1.1,85.6,1,0.5,7.05,0.7,0.6,0.5,0,0.3,0.6,0,0,1.1,1.5,1.8,2,0.2,1.5,1.3,31.1,85.6,0.2,1.2,0
LaLiga,Athletic Bilbao,es,Íñigo Martínez,28, D(C),182,76,15,0,1350,0,0,2,0,1.1,79.1,0,3.6,6.98,1.1,1.5,0.8,0.7,3.8,0.3,0.4,1,1.1,0.3,0.2,1.3,0.1,0.1,0.4,45.4,79.1,0.3,6.9,0
LaLiga,Athletic Bilbao,es,Ander Capa,27," D(R),M(R)",175,75,17,0,1504,1,4,5,0,0.6,74.6,2,1.4,6.94,2.1,0.9,1.4,0.1,1.9,1.1,0.2,0,0.6,0.7,1.2,0.6,0.2,0.9,1.4,36.1,74.6,0.4,1.3,0
LaLiga,Athletic Bilbao,es,Iñaki Williams,25," AM(CLR),FW",186,78,17,0,1467,4,0,2,0,1.2,74.4,1,1.6,6.84,0.3,0.2,0.7,0,1,0.4,0,0,1.2,1,1.5,1,0.6,1.6,2.5,17.2,74.4,0.5,0.3,0
LaLiga,Athletic Bilbao,es,Dani García,29, DMC,180,81,17,0,1530,0,0,4,0,0.4,82.3,1,2.1,6.79,2.2,1.4,1.5,0,1.8,1.6,0.2,0,0.4,0.4,0.2,1.2,0,0.4,0.3,41.2,82.3,0,4.5,0
LaLiga,Athletic Bilbao,es,Unai Núñez,22, D(C),186,80,4,1,405,0,0,2,0,0.4,78.6,0,3,6.76,0.6,1,1.2,0.6,4.6,0.2,0.8,0,0.4,0.2,0.4,0,0,0.2,0,49.6,78.6,0,6.8,0
LaLiga,Athletic Bilbao,es,Unai López,24, M(CR),170,68,13,0,926,0,3,3,0,1.1,84.6,0,0.9,6.75,1,0.7,1.5,0,0.6,1.4,0,0,1.1,1.3,0.5,0.8,0.1,1,0.8,41.1,84.6,1.3,3.2,0
LaLiga,Athletic Bilbao,es,Unai Simón,22, GK,190,88,16,0,1440,0,0,2,0,0,59,1,0.4,6.72,0,0,0.1,0,0.5,0,0,0,0,0,0,0.1,0,0,0,27.4,59,0,10.4,0
LaLiga,Athletic Bilbao,ba,Kenan Kodro,26, FW,190,80,1,2,136,1,0,0,0,0.3,60.9,0,2,6.51,0,0,1,0,0.3,0,0,0,0.3,0,0.3,1,0,0.3,0,7.7,60.9,0,0.3,0
LaLiga,Athletic Bilbao,es,Ibai Gómez,30, AM(LR),177,72,3,6,401,0,0,0,0,1.1,73.2,0,0,6.46,0.3,0.3,0.1,0,0.2,0.3,0,0,1.1,1.1,0.4,0.2,0.1,0.8,1,14.1,73.2,1.6,0.3,0
LaLiga,Athletic Bilbao,,Oihan Sancet,19, Midfielder,188,73,3,2,263,0,1,1,0,1,80.3,0,1,6.46,0.8,0,1,0,0,0.2,0,0,1,0.8,1,0.8,0,1.8,2,13.2,80.3,0,0.4,0
LaLiga,Athletic Bilbao,es,Beñat Etxebarria,32, M(C),176,75,2,6,314,0,0,0,0,0.5,84.8,0,0.5,6.40,0.5,0.4,0.3,0,0.4,1.1,0.1,0,0.5,1.3,0,0.3,0,0.4,0.4,19.8,84.8,1.4,1.5,0
LaLiga,Athletic Bilbao,es,Mikel San José,30," D(C),DMC",188,78,2,6,266,0,0,2,0,0.5,70.8,0,1.4,6.37,0.8,0.8,0.5,0,1.1,0.6,0,0,0.5,0.1,0,0.1,0.1,0.4,0.4,13.3,70.8,0,0.5,0
LaLiga,Athletic Bilbao,es,Iago Herrerín,31, GK,187,88,1,0,90,0,0,0,0,0,57.1,0,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57.1,0,10,0
LaLiga,Athletic Bilbao,es,Iñigo Córdoba,22, AM(L),180,76,11,1,699,0,1,3,0,1.1,75.6,0,0.7,6.36,1.2,0.5,1.4,0,0.1,1.4,0.2,0,1.1,0.5,0.5,0.9,0.3,0.8,1.8,16.8,75.6,0.2,0.3,0
LaLiga,Athletic Bilbao,es,Mikel Balenziaga,31, D(L),177,76,2,0,180,0,0,1,0,0,88.9,0,0,6.30,1.5,0,0.5,0,1.5,0,0,0,0,0.5,0.5,0,0,1,0.5,31.5,88.9,0,1.5,0
LaLiga,Athletic Bilbao,es,Mikel Vesga,26, DMC,191,83,1,1,105,0,0,0,0,0.5,79.5,0,2,6.28,0,1,2,0,1.5,1.5,0.5,0,0.5,0,0,0,0,0.5,1.5,19.5,79.5,0,0.5,0
LaLiga,Athletic Bilbao,es,Íñigo Lekue,26," D(LR),M(LR)",180,70,0,4,52,0,1,0,0,0,77.3,0,0,6.21,0.5,0,0.8,0,0.3,0,0,0,0,0.3,0.5,0.3,0,0.8,0.3,5.5,77.3,0.3,0.3,0
LaLiga,Athletic Bilbao,es,Asier Villalibre,22, Forward,184,86,0,2,29,0,0,0,0,0,71.4,0,2,6.19,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,1,3.5,71.4,0,0,0
LaLiga,Athletic Bilbao,es,Gaizka Larrazabal,21, Midfielder,180,81,1,7,171,0,0,0,0,0.4,61.9,0,0.5,6.16,0.3,0,0.6,0,0,0,0,0,0.4,0.1,0.3,0.4,0.1,0.4,0.8,5.3,61.9,0.4,0.1,0
LaLiga,Athletic Bilbao,es,Aritz Aduriz,38, FW,181,77,0,10,138,1,0,2,0,0.2,65.8,0,1.3,6.16,0.3,0,0.6,0,0.2,0,0,0,0.2,0,0,0.1,0,0.2,0.6,3.8,65.8,0,0.1,0
LaLiga,Athletic Bilbao,es,Óscar De Marcos,30," D(LR),M(CR)",182,77,3,1,191,0,0,0,0,0,64.8,0,1,6.12,0,0,0.3,0,0,0.8,0,0,0,0,0,0.8,0.5,0.3,0.5,13.5,64.8,0.5,0,0
LaLiga,Valencia,es,Daniel Parejo,30, M(C),182,74,15,0,1350,6,2,3,0,1.4,86.1,4,0.3,7.30,1.7,0.8,0.8,0,0.5,2.4,0.2,0,1.4,1.9,1.3,2.9,0.1,1.2,0.9,64.1,86.1,1.9,7.5,0.1
LaLiga,Valencia,es,Jaume Doménech,29, GK,185,73,2,1,243,0,0,0,0,0,61.1,0,0.3,7.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,61.1,0,6,0
LaLiga,Valencia,es,Rodrigo Moreno,28," M(CLR),FW",182,77,13,1,999,2,6,2,1,1.6,78.8,0,1.1,7.00,0.6,0.1,0.7,0,0.4,0.9,0.1,0,1.6,1.4,0.9,1.5,0.2,1.1,1.8,23.9,78.8,0.4,1.2,0.2
LaLiga,Valencia,uy,Maxi Gómez,23, FW,186,91,10,5,958,6,1,2,0,1.1,64.1,2,2.6,6.89,0.3,0.2,1.1,0,0.5,0.2,0,0,1.1,0.5,0.3,2,1,0.5,1.7,10.2,64.1,0,0.7,0.1
LaLiga,Valencia,es,Jaume Costa,31," D(LR),M(L)",171,62,9,2,801,0,0,1,0,0.2,82.9,0,1.2,6.83,1.7,1.3,0.9,0.2,2,0.5,0.4,0,0.2,0.5,0.8,1.3,0,0.3,0.6,34.5,82.9,0.2,1.1,0
LaLiga,Valencia,es,Ferrán Torres,19, M(R),184,77,11,4,932,3,2,2,0,1.1,80.7,1,1.1,6.77,0.8,0.5,0.9,0,0.1,0.7,0.1,0,1.1,0.4,1.4,1.2,0.3,0.8,1.3,16.9,80.7,0.2,0.3,0
LaLiga,Valencia,nl,Jasper Cillessen,30, GK,185,83,14,0,1197,0,1,1,0,0,56.7,1,0.3,6.76,0,0.1,0,0,0.6,0.1,0,0,0,0.1,0,0.1,0,0,0.1,23.3,56.7,0,4.6,0
LaLiga,Valencia,pt,Gonçalo Guedes,23," AM(LR),FW",179,68,5,1,444,0,0,0,0,1.5,79.1,1,0.2,6.67,0.5,0.5,1.3,0,0,1.3,0,0,1.5,1,2.2,3.3,0.3,1.5,2.2,24.7,79.1,0.3,0.8,0.2
LaLiga,Valencia,br,Gabriel Paulista,29, D(CR),185,72,13,1,1186,0,0,2,0,0.3,89.7,0,2,6.64,0.9,1.9,0.5,0.6,4.4,0.4,1.1,0,0.3,0,0.1,0.9,0,0.1,0.3,49.4,89.7,0,3.4,0
LaLiga,Valencia,dk,Daniel Wass,30," D(LR),M(CLR)",181,74,14,1,1267,1,2,3,0,0.7,81.3,0,1.5,6.60,0.9,0.9,0.7,0.1,2.2,1.1,0.2,0,0.7,0.6,0.3,1,0,0.5,0.7,39.5,81.3,0.1,0.9,0
LaLiga,Valencia,fr,Geoffrey Kondogbia,26, DMC,188,80,8,1,663,0,0,3,0,0.6,83.5,0,1.9,6.58,1.9,2,1.8,0,1,0.8,0.6,0,0.6,0.1,0.6,1.3,0.1,0.8,1.6,39.8,83.5,0,2.7,0
LaLiga,Valencia,fr,Kevin Gameiro,32, FW,172,70,7,4,638,4,1,0,0,1.1,78.1,1,0.1,6.58,0.6,0.2,0.5,0,0.2,0.8,0,0,1.1,0.5,0.8,0.4,0.3,0.7,1.6,14.1,78.1,0,0.3,0
LaLiga,Valencia,fr,Francis Coquelin,28, M(CLR),176,74,11,1,925,0,0,1,1,0.5,90.7,0,0.9,6.57,1.3,1.8,1,0,1,0.8,0.3,0,0.5,0.2,0.9,1,0.1,1.5,1.2,41.3,90.7,0,3.3,0
LaLiga,Valencia,fr,Mouctar Diakhaby,22, D(C),189,78,4,3,415,0,0,1,0,0,87.9,0,2,6.51,0.3,0.3,1,0.4,3,0,0.3,0,0,0.1,0.1,0.9,0,0.1,0.3,33,87.9,0.1,1.3,0
LaLiga,Valencia,ar,Ezequiel Garay,33, D(C),189,90,13,0,1126,0,0,2,0,0.5,88.9,0,1.6,6.50,0.6,0.6,0.6,0.2,4.1,0.2,0.9,0,0.5,0.2,0,0,0,0,0.1,54.1,88.9,0,2.8,0
LaLiga,Valencia,es,José Gayá,24, D(L),172,66,9,1,778,0,0,2,0,0.3,80.4,0,0.7,6.49,2.1,0.8,0.7,0,1.7,0.5,0.3,0,0.3,0.5,0.7,1,0,0.7,0.8,28.1,80.4,0.4,1,0
LaLiga,Valencia,es,Rubén Sobrino,27," AM(R),FW",185,73,0,5,56,1,0,0,0,0.8,58.3,0,0.4,6.43,0.6,0,0.6,0,0,0.2,0,0,0.8,0.4,0.2,0.6,0,0.8,1,2.4,58.3,0.2,0.2,0
LaLiga,Valencia,,Thierry Correia,20, D(R),176,69,2,0,180,0,0,0,0,0,72.3,0,1.5,6.42,3,1,1.5,0.5,3,0,0,0,0,0.5,0,2.5,0,1,1,32.5,72.3,0,1.5,0.5
LaLiga,Valencia,it,Cristiano Piccini,27, D(R),183,77,1,1,75,0,0,0,0,0.5,73.9,0,0,6.38,2.5,1,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,1,23,73.9,0.5,1,0
LaLiga,Valencia,es,Carlos Soler,22, M(CLR),180,76,5,2,453,0,0,1,0,0.9,81.5,0,0.1,6.37,0.9,0.1,0.6,0,0.3,1.1,0.1,0,0.9,0.6,1.1,0.9,0.1,0.3,1.1,20.9,81.5,0.1,0.9,0
LaLiga,Valencia,es,Manu Vallejo,22, Forward,167,72,2,4,264,0,0,0,0,0.7,73.5,0,0.3,6.30,1,0.3,0.8,0,0,0.5,0,0,0.7,0.7,0.7,0.5,0.2,1.3,1.7,8.2,73.5,0.2,0.5,0
LaLiga,Valencia,ru,Denis Cheryshev,28," AM(L),FW",179,74,5,3,425,1,1,5,0,1.1,69,0,0.9,6.29,0.6,0.3,1.6,0,0.3,0.6,0,0,1.1,0.1,0.5,0.6,0,0.3,0.9,15.8,69,0,0.4,0
LaLiga,Valencia,kr,Lee Kang-In,18, Midfielder,173,68,2,6,222,1,0,1,1,0.6,89.9,0,0,6.21,0.3,0.3,0.8,0,0,0.1,0,0,0.6,0.4,0.8,0.5,0,0.6,1.3,9.9,89.9,0.3,0.1,0.1
LaLiga,Valencia,fr,Eliaquim Mangala,28, D(C),188,84,2,0,180,0,0,0,0,0.5,88.4,0,1.5,6.15,0,0.5,1,0.5,6,0,0.5,0,0.5,0,0,0,0,0,0,34.5,88.4,0,0.5,0
LaLiga,Valencia,es,Vicente Esquerdo,20, Midfielder,182,75,0,1,7,0,0,0,0,0,75,0,1,6.13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,75,0,0,0
LaLiga,Granada,es,Víctor Díaz,31, D(R),184,71,16,0,1440,0,5,1,0,0.6,69.3,1,1.5,6.99,2.2,1.3,0.6,0.2,2.6,0.9,0.6,0,0.6,1.1,0.3,0.4,0.1,0.1,0.6,32.8,69.3,0.9,2.9,0
LaLiga,Granada,ve,Yangel Herrera,21, DMC,184,78,12,1,1038,2,0,6,0,1.3,79.3,1,2.2,6.95,2.8,0.8,2.9,0,0.9,1.5,0.6,0,1.3,0.5,0.4,1.5,0.2,1,1.2,31.5,79.3,0,1.8,0.1
LaLiga,Granada,es,Ángel Montoro,31, DMC,181,72,10,1,838,0,4,4,0,0.9,79.7,2,0.2,6.83,1.4,1.1,1.8,0.3,1.1,0.8,0.1,0,0.9,1.5,0.5,1.4,0,0.5,0.8,41.2,79.7,1.1,4.2,0
LaLiga,Granada,es,Antonio Puertas,27, AM(R),183,77,15,1,1327,4,0,3,0,1.5,75.5,0,1.9,6.83,1.2,0.4,1.3,0.1,0.5,0.8,0.1,0,1.5,0.4,1.6,1.6,0.1,1.6,2.1,22.2,75.5,0.3,0.3,0
LaLiga,Granada,,Germán Sánchez,33, D(C),187,82,12,1,1072,2,0,6,0,0.5,79.6,1,3,6.77,0.5,1.2,1,0.5,3.8,0.1,0.7,0,0.5,0,0.1,1,0,0,0,33.5,79.6,0,2.9,0
LaLiga,Granada,ve,Darwin Machís,26, AM(L),170,68,8,9,896,2,1,2,0,1.8,76.7,1,0.8,6.75,0.6,0.8,1.1,0,0.1,0.3,0,0,1.8,0.8,1.5,0.9,0.3,0.6,1.4,12.4,76.7,0.4,0.5,0
LaLiga,Granada,es,Álvaro Vadillo,25, AM(LR),180,69,10,5,890,3,1,0,0,0.9,73.4,0,0.3,6.71,0.8,0.4,0.5,0,0.1,0.4,0,0,0.9,1.1,1.2,1,0.3,0.9,1.1,18.8,73.4,1.6,0.1,0
LaLiga,Granada,pt,Rui Silva,25, GK,191,91,17,0,1530,0,0,1,0,0,52.7,0,0.1,6.69,0.1,0,0,0,0.9,0,0,0,0,0.1,0,0.1,0,0,0,32.5,52.7,0,8.2,0
LaLiga,Granada,fr,Maxime Gonalons,30," D(C),M(C)",187,76,9,2,831,0,0,4,0,0.2,84.3,0,1.3,6.66,3,0.7,1.5,0.2,1,1.7,0.2,0,0.2,0.1,0.5,1.3,0,0.5,0.6,29.5,84.3,0,2.2,0
LaLiga,Granada,es,Carlos Fernández,23, FW,185,72,6,9,778,3,1,4,0,0.9,64.1,1,2.5,6.66,0.7,0.3,1.7,0.1,0.7,0.9,0.1,0,0.9,0.5,0.6,0.9,0.1,0.5,1.2,14.9,64.1,0,0.3,0
LaLiga,Granada,es,Quini,30, D(LR),178,74,8,2,717,0,0,2,0,1,75.2,0,0.8,6.63,2.5,1,0.8,0.4,1.1,0.9,0.1,0,1,0.7,0.6,0.6,0,0.5,0.6,21,75.2,0.2,1.4,0
LaLiga,Granada,pt,Domingos Duarte,24, D(C),192,80,17,0,1486,2,0,3,0,0.4,82.3,1,1.5,6.59,0.5,0.9,0.9,0.5,3.9,0.1,0.8,0,0.4,0,0.1,0.4,0.1,0,0.2,34.8,82.3,0,2.2,0
LaLiga,Granada,es,Roberto Soldado,34, FW,180,74,14,1,1069,2,2,7,0,0.5,74.1,0,1.3,6.55,0.5,0.2,1.3,0,0.5,0.3,0.1,0,0.5,0.9,0.4,1.7,0.6,0.8,1.1,15.5,74.1,0,0.2,0
LaLiga,Granada,es,Fede Vico,25, Midfielder,176,70,4,1,265,1,0,0,0,1.2,82.6,0,0.2,6.39,0,0.2,0.4,0,0.2,1,0,0,1.2,1,0.8,0.8,0,1.2,1.2,18.4,82.6,0.8,0.8,0
LaLiga,Granada,es,Carlos Neva,23, D(L),174,64,9,1,855,0,0,1,0,0.3,70.1,0,0.3,6.35,0.8,0.6,0.2,0.2,1.2,0.5,0,0,0.3,0.6,0.1,0.9,0,0.1,0.4,25.1,70.1,0.5,1.1,0
LaLiga,Granada,es,José Antonio Martínez,26, D(C),189,79,6,4,582,0,0,0,0,0,76.8,0,1.4,6.31,0.8,0.4,0.3,0.3,1.7,0.5,0.3,0,0,0,0,0.3,0,0.1,0.2,22.8,76.8,0,2.3,0
LaLiga,Granada,ng,Ramón Azeez,27, M(C),169,67,7,5,627,2,0,2,0,1.3,85.8,0,0.4,6.28,0.4,0.7,1.3,0,0.3,0.5,0,0,1.3,0.2,0.2,0.8,0.1,0.5,0.6,12.9,85.8,0,0.3,0
LaLiga,Granada,cm,Yan Eteki,22, Midfielder,180,70,4,4,363,0,0,1,0,0.4,81.7,0,0.8,6.22,0.8,0.4,2.5,0,0.4,0.5,0.1,0,0.4,0.3,0.9,0.8,0,0.5,0.8,13,81.7,0,0.8,0
LaLiga,Granada,co,Adrián Ramos,33, FW,186,78,2,4,188,0,0,0,0,0.8,69.5,0,1.5,6.20,0.8,0.2,0.8,0,0.2,0.2,0,0,0.8,0.2,0,0.7,0.3,0.3,1,9.8,69.5,0,0.2,0
LaLiga,Granada,tr,Ismail Köybasi,30, D(LR),178,75,1,0,46,0,0,0,0,0,40,0,1,6.01,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,15,40,0,2,0
LaLiga,Granada,es,Álex Martínez,29, D(L),176,67,1,0,1,0,0,1,0,0,0,0,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LaLiga,Osasuna,ar,Chimy Avila,25," AM(LR),FW",172,81,14,2,1265,6,2,6,0,3.1,56.9,4,3.3,7.12,1,0.2,2.3,0,0.1,0.7,0,0,3.1,1.2,0.8,2.1,1.2,1.5,2.3,15.4,56.9,0.3,0.8,0
LaLiga,Osasuna,ec,Pervis Estupiñán,21, D(L),175,73,17,0,1530,1,2,3,0,0.5,76.6,3,1.4,7.09,2.4,1.9,1,0.2,1.7,1.1,0.1,0,0.5,1.2,1.9,0.9,0.1,0.8,1.9,38.9,76.6,1.2,1.4,0
LaLiga,Osasuna,es,Roberto Torres,30, AM(CLR),178,72,16,1,1402,4,3,1,0,2.8,72.5,2,0.8,6.94,0.9,0.8,0.5,0.1,1.3,0.9,0.1,0,2.8,1.4,0.6,1.2,0,0.8,1.3,29.1,72.5,1.2,1.9,0
LaLiga,Osasuna,es,Rubén García,26, AM(CLR),171,72,14,1,1177,5,1,3,0,1.8,75.4,1,0.5,6.93,2.1,0.4,1.5,0,0.7,0.8,0.2,0,1.8,1.6,0.9,0.8,0.1,1.3,2.8,31.5,75.4,1.3,1.8,0
LaLiga,Osasuna,es,Sergio Herrera,26, Goalkeeper,192,82,2,1,251,0,0,1,0,0,48,0,0.3,6.89,0,0,0,0,0.3,0,0,0,0,0,0,1,0,0,0,25,48,0,7.7,0
LaLiga,Osasuna,es,Nacho Vidal,24, D(R),180,75,12,0,1018,0,0,3,0,0.4,72,0,1.8,6.87,1.3,1.4,1.1,0.4,1.9,0.7,0.4,0,0.4,0.6,1.1,1.3,0,0.2,1.1,37.3,72,0.3,3,0.2
LaLiga,Osasuna,es,David García,25, D(C),185,72,13,0,1170,0,0,2,0,0.6,75.3,1,4.8,6.86,0.8,1.1,1.5,0.8,3.9,0.5,0.6,0,0.6,0.2,0,0.5,0,0.1,0.4,39.2,75.3,0,4.8,0.1
LaLiga,Osasuna,es,Aridane Hernández,30, D(C),186,77,12,0,1080,0,0,2,0,0.1,82.1,0,3.4,6.86,0.7,1.3,0.3,1.2,4.6,0.1,0.8,0,0.1,0.2,0.2,0.3,0,0.2,0.7,36.3,82.1,0,3.5,0
LaLiga,Osasuna,es,Oier Sanjurjo,33," D(CR),M(C)",178,72,13,0,1089,1,0,5,1,0.7,72.8,0,3.2,6.75,2.2,0.9,1.8,0.1,1.7,1.5,0.3,0,0.7,0.5,0.2,1.6,0.1,0.5,0.7,33.4,72.8,0.1,1.8,0
LaLiga,Osasuna,es,Juan Pérez,23, Goalkeeper,187,83,2,0,180,0,0,0,0,0,40.7,0,0,6.67,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,27,40.7,0,6.5,0
LaLiga,Osasuna,rs,Darko Brasanac,27, M(CR),178,73,10,2,885,0,1,2,0,0.9,76.6,0,1.4,6.61,2,0.7,1.6,0,0.9,0.8,0.2,0,0.9,0.9,0.2,0.8,0.1,0.6,1.3,26.7,76.6,0.1,0.6,0
LaLiga,Osasuna,ar,Facundo Roncaglia,32, D(CLR),179,76,8,0,682,1,0,1,1,0.3,79.4,0,2.9,6.57,1.8,1.1,1.4,0.9,2,0.6,0.4,0,0.3,0.3,1,0.8,0,0.3,0.5,41.9,79.4,0,4.1,0
LaLiga,Osasuna,es,Unai García,27, D(C),186,81,0,1,18,0,0,0,0,0,100,0,1,6.54,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,2,100,0,2,0
LaLiga,Osasuna,es,Jon Moncayola,21, DMC,189,86,6,6,630,1,0,4,0,0.3,74.8,0,0.8,6.47,1.8,0.4,1.2,0.2,0.8,0.6,0.2,0,0.3,0.5,0.3,0.2,0,0.3,0.8,23.2,74.8,0.1,2.1,0
LaLiga,Osasuna,es,Fran Mérida,29, AM(C),177,74,9,4,804,0,0,4,1,0.7,77.4,0,0.3,6.42,1.3,1.5,0.8,0,0.5,0.8,0.2,0,0.7,0.5,1.1,0.9,0,0.8,0.9,37.8,77.4,0.1,4.4,0.1
LaLiga,Osasuna,es,Robert Ibáñez,26, AM(R),175,67,3,6,327,1,0,1,0,0.4,76.3,0,0.1,6.42,1,0.4,0.6,0,0.3,0.9,0,0,0.4,0.3,1,1.3,0.1,1.1,1.6,10.8,76.3,0,0,0
LaLiga,Osasuna,es,Raúl Navas,31, D(C),186,84,4,1,395,0,0,1,0,0,83.9,0,0.8,6.38,0.8,1.6,0.6,1.4,3.2,0.8,0.2,0,0,0.2,0,0.6,0,0.4,0.2,34.8,83.9,0,3,0
LaLiga,Osasuna,es,Rubén Martínez,35, GK,188,79,13,0,1099,0,0,0,0,0,47.1,0,0.2,6.36,0.1,0,0,0,0.6,0,0,0,0,0,0.1,0.1,0,0,0,24,47.1,0,7,0
LaLiga,Osasuna,es,Adrián López,31," M(CLR),FW",183,73,5,5,479,0,0,0,0,0.5,75.3,0,1.1,6.35,0.2,0,0.3,0,0.2,0.8,0.1,0,0.5,1.2,0.7,0.1,0.2,0.8,1.1,17.8,75.3,0.1,0.3,0
LaLiga,Osasuna,es,Lillo,30, D(CLR),176,71,2,2,194,0,0,2,0,0.3,80.6,0,0.8,6.35,1,0.5,0.8,0.3,1.8,0,0.3,0,0.3,0.3,0.8,0.5,0.3,0.8,0.3,23.3,80.6,0.3,2.5,0
